PERMNO,date,TICKER,COMNAM,PRC,vwretd
11850,10/31/1977,XOM,EXXON MOBIL CORP,47.125,-0.039278
11850,11/30/1977,XOM,EXXON MOBIL CORP,46.5,0.04544
11850,12/30/1977,XOM,EXXON MOBIL CORP,48.125,0.008223
11850,1/31/1978,XOM,EXXON MOBIL CORP,45.75,-0.055199
11850,2/28/1978,XOM,EXXON MOBIL CORP,44,-0.009275
11850,3/31/1978,XOM,EXXON MOBIL CORP,44.625,0.034009
11850,4/28/1978,XOM,EXXON MOBIL CORP,47.125,0.082853
11850,5/31/1978,XOM,EXXON MOBIL CORP,46.75,0.02323
11850,6/30/1978,XOM,EXXON MOBIL CORP,43.875,-0.010748
11850,7/31/1978,XOM,EXXON MOBIL CORP,46.5,0.056741
11850,8/31/1978,XOM,EXXON MOBIL CORP,49.375,0.04237
11850,9/29/1978,XOM,EXXON MOBIL CORP,51.875,-0.006889
11850,10/31/1978,XOM,EXXON MOBIL CORP,48,-0.110995
11850,11/30/1978,XOM,EXXON MOBIL CORP,49.125,0.033787
11850,12/29/1978,XOM,EXXON MOBIL CORP,49.125,0.017708
11850,1/31/1979,XOM,EXXON MOBIL CORP,51.125,0.04953
11850,2/28/1979,XOM,EXXON MOBIL CORP,49.25,-0.026765
11850,3/30/1979,XOM,EXXON MOBIL CORP,52.75,0.065613
11850,4/30/1979,XOM,EXXON MOBIL CORP,53.125,0.00852
11850,5/31/1979,XOM,EXXON MOBIL CORP,49.75,-0.013571
11850,6/29/1979,XOM,EXXON MOBIL CORP,53.875,0.046852
11850,7/31/1979,XOM,EXXON MOBIL CORP,54.75,0.014991
11850,8/31/1979,XOM,EXXON MOBIL CORP,56.125,0.064732
11850,9/28/1979,XOM,EXXON MOBIL CORP,59,0.001426
11850,10/31/1979,XOM,EXXON MOBIL CORP,57.5,-0.072662
11850,11/30/1979,XOM,EXXON MOBIL CORP,58,0.063604
11850,12/31/1979,XOM,EXXON MOBIL CORP,55.125,0.028215
11850,1/31/1980,XOM,EXXON MOBIL CORP,60.875,0.065607
11850,2/29/1980,XOM,EXXON MOBIL CORP,65.375,0.001015
11850,3/31/1980,XOM,EXXON MOBIL CORP,57.875,-0.120224
11850,4/30/1980,XOM,EXXON MOBIL CORP,60.75,0.052287
11850,5/30/1980,XOM,EXXON MOBIL CORP,64,0.06009
11850,6/30/1980,XOM,EXXON MOBIL CORP,66.25,0.037714
11850,7/31/1980,XOM,EXXON MOBIL CORP,69.625,0.069438
11850,8/29/1980,XOM,EXXON MOBIL CORP,70,0.023553
11850,9/30/1980,XOM,EXXON MOBIL CORP,69.75,0.029498
11850,10/31/1980,XOM,EXXON MOBIL CORP,76.125,0.020095
11850,11/28/1980,XOM,EXXON MOBIL CORP,87.875,0.104952
11850,12/31/1980,XOM,EXXON MOBIL CORP,80.625,-0.03441
11850,1/30/1981,XOM,EXXON MOBIL CORP,77.75,-0.040087
11850,2/27/1981,XOM,EXXON MOBIL CORP,72,0.015521
11850,3/31/1981,XOM,EXXON MOBIL CORP,68.625,0.046184
11850,4/30/1981,XOM,EXXON MOBIL CORP,68.5,-0.011268
11850,5/29/1981,XOM,EXXON MOBIL CORP,64.75,0.01355
11850,6/30/1981,XOM,EXXON MOBIL CORP,34.25,-0.010243
11850,7/31/1981,XOM,EXXON MOBIL CORP,35,-0.00308
11850,8/31/1981,XOM,EXXON MOBIL CORP,32.5,-0.056279
11850,9/30/1981,XOM,EXXON MOBIL CORP,31.125,-0.063773
11850,10/30/1981,XOM,EXXON MOBIL CORP,30.375,0.060162
11850,11/30/1981,XOM,EXXON MOBIL CORP,32.75,0.045849
11850,12/31/1981,XOM,EXXON MOBIL CORP,31.25,-0.028096
11850,1/29/1982,XOM,EXXON MOBIL CORP,30.625,-0.02621
11850,2/26/1982,XOM,EXXON MOBIL CORP,28.75,-0.051126
11850,3/31/1982,XOM,EXXON MOBIL CORP,28.125,-0.010099
11850,4/30/1982,XOM,EXXON MOBIL CORP,28.25,0.043267
11850,5/28/1982,XOM,EXXON MOBIL CORP,28,-0.028212
11850,6/30/1982,XOM,EXXON MOBIL CORP,27.75,-0.023912
11850,7/30/1982,XOM,EXXON MOBIL CORP,26,-0.020526
11850,8/31/1982,XOM,EXXON MOBIL CORP,28.5,0.119013
11850,9/30/1982,XOM,EXXON MOBIL CORP,28,0.016761
11850,10/29/1982,XOM,EXXON MOBIL CORP,29.625,0.118636
11850,11/30/1982,XOM,EXXON MOBIL CORP,28,0.051935
11850,12/31/1982,XOM,EXXON MOBIL CORP,29.75,0.014516
11850,1/31/1983,XOM,EXXON MOBIL CORP,30.125,0.04185
11850,2/28/1983,XOM,EXXON MOBIL CORP,29.25,0.030215
11850,3/31/1983,XOM,EXXON MOBIL CORP,30.875,0.03468
11850,4/29/1983,XOM,EXXON MOBIL CORP,35.375,0.074188
11850,5/31/1983,XOM,EXXON MOBIL CORP,33.75,0.013226
11850,6/30/1983,XOM,EXXON MOBIL CORP,33.75,0.037838
11850,7/29/1983,XOM,EXXON MOBIL CORP,35.875,-0.031568
11850,8/31/1983,XOM,EXXON MOBIL CORP,38,0.003463
11850,9/30/1983,XOM,EXXON MOBIL CORP,36.5,0.016028
11850,10/31/1983,XOM,EXXON MOBIL CORP,38.25,-0.028074
11850,11/30/1983,XOM,EXXON MOBIL CORP,37.75,0.029556
11850,12/30/1983,XOM,EXXON MOBIL CORP,37.375,-0.010464
11850,1/31/1984,XOM,EXXON MOBIL CORP,39.75,-0.013023
11850,2/29/1984,XOM,EXXON MOBIL CORP,38.5,-0.039073
11850,3/30/1984,XOM,EXXON MOBIL CORP,38.625,0.013389
11850,4/30/1984,XOM,EXXON MOBIL CORP,42.625,0.002538
11850,5/31/1984,XOM,EXXON MOBIL CORP,39.875,-0.05232
11850,6/29/1984,XOM,EXXON MOBIL CORP,40.75,0.023385
11850,7/31/1984,XOM,EXXON MOBIL CORP,38.375,-0.020621
11850,8/31/1984,XOM,EXXON MOBIL CORP,43,0.112689
11850,9/28/1984,XOM,EXXON MOBIL CORP,44.75,0.000404
11850,10/31/1984,XOM,EXXON MOBIL CORP,43.75,-0.000074
11850,11/30/1984,XOM,EXXON MOBIL CORP,43.25,-0.010685
11850,12/31/1984,XOM,EXXON MOBIL CORP,45,0.023656
11850,1/31/1985,XOM,EXXON MOBIL CORP,48,0.085718
11850,2/28/1985,XOM,EXXON MOBIL CORP,47.5,0.016896
11850,3/29/1985,XOM,EXXON MOBIL CORP,50.25,-0.001747
11850,4/30/1985,XOM,EXXON MOBIL CORP,51.5,-0.002186
11850,5/31/1985,XOM,EXXON MOBIL CORP,54,0.055775
11850,6/28/1985,XOM,EXXON MOBIL CORP,53.875,0.017091
11850,7/31/1985,XOM,EXXON MOBIL CORP,52.5,-0.000251
11850,8/30/1985,XOM,EXXON MOBIL CORP,52.75,-0.004795
11850,9/30/1985,XOM,EXXON MOBIL CORP,51.875,-0.039826
11850,10/31/1985,XOM,EXXON MOBIL CORP,55,0.044441
11850,11/29/1985,XOM,EXXON MOBIL CORP,53.375,0.069228
11850,12/31/1985,XOM,EXXON MOBIL CORP,55.125,0.043061
11850,1/31/1986,XOM,EXXON MOBIL CORP,51.75,0.009829
11850,2/28/1986,XOM,EXXON MOBIL CORP,52.25,0.0725
11850,3/31/1986,XOM,EXXON MOBIL CORP,55.75,0.053885
11850,4/30/1986,XOM,EXXON MOBIL CORP,56.625,-0.007903
11850,5/30/1986,XOM,EXXON MOBIL CORP,59.875,0.050844
11850,6/30/1986,XOM,EXXON MOBIL CORP,60.875,0.014246
11850,7/31/1986,XOM,EXXON MOBIL CORP,60.75,-0.0597
11850,8/29/1986,XOM,EXXON MOBIL CORP,68.875,0.066181
11850,9/30/1986,XOM,EXXON MOBIL CORP,67.25,-0.079021
11850,10/31/1986,XOM,EXXON MOBIL CORP,68,0.049303
11850,11/28/1986,XOM,EXXON MOBIL CORP,69.25,0.015093
11850,12/31/1986,XOM,EXXON MOBIL CORP,70.125,-0.026388
11850,1/30/1987,XOM,EXXON MOBIL CORP,82.75,0.128496
11850,2/27/1987,XOM,EXXON MOBIL CORP,78.375,0.047918
11850,3/31/1987,XOM,EXXON MOBIL CORP,85.75,0.023664
11850,4/30/1987,XOM,EXXON MOBIL CORP,86.625,-0.017001
11850,5/29/1987,XOM,EXXON MOBIL CORP,87,0.005125
11850,6/30/1987,XOM,EXXON MOBIL CORP,93.25,0.043662
11850,7/31/1987,XOM,EXXON MOBIL CORP,94.125,0.044248
11850,8/31/1987,XOM,EXXON MOBIL CORP,99.625,0.037146
11850,9/30/1987,XOM,EXXON MOBIL CORP,48.625,-0.020774
11850,10/30/1987,XOM,EXXON MOBIL CORP,42.625,-0.225363
11850,11/30/1987,XOM,EXXON MOBIL CORP,36.75,-0.072273
11850,12/31/1987,XOM,EXXON MOBIL CORP,38.125,0.070327
11850,1/29/1988,XOM,EXXON MOBIL CORP,42,0.04488
11850,2/29/1988,XOM,EXXON MOBIL CORP,42.625,0.051695
11850,3/31/1988,XOM,EXXON MOBIL CORP,42,-0.016598
11850,4/29/1988,XOM,EXXON MOBIL CORP,44.875,0.010991
11850,5/31/1988,XOM,EXXON MOBIL CORP,45,0.000448
11850,6/30/1988,XOM,EXXON MOBIL CORP,45.375,0.051459
11850,7/29/1988,XOM,EXXON MOBIL CORP,47.375,-0.007272
11850,8/31/1988,XOM,EXXON MOBIL CORP,46.5,-0.028006
11850,9/30/1988,XOM,EXXON MOBIL CORP,44.75,0.037202
11850,10/31/1988,XOM,EXXON MOBIL CORP,44.75,0.017646
11850,11/30/1988,XOM,EXXON MOBIL CORP,43.25,-0.016412
11850,12/30/1988,XOM,EXXON MOBIL CORP,44,0.021075
11850,1/31/1989,XOM,EXXON MOBIL CORP,46.375,0.066103
11850,2/28/1989,XOM,EXXON MOBIL CORP,43.875,-0.016446
11850,3/31/1989,XOM,EXXON MOBIL CORP,43.875,0.021465
11850,4/28/1989,XOM,EXXON MOBIL CORP,43.125,0.048204
11850,5/31/1989,XOM,EXXON MOBIL CORP,43.125,0.039338
11850,6/30/1989,XOM,EXXON MOBIL CORP,44,-0.004866
11850,7/31/1989,XOM,EXXON MOBIL CORP,45.75,0.077131
11850,8/31/1989,XOM,EXXON MOBIL CORP,43.75,0.022127
11850,9/29/1989,XOM,EXXON MOBIL CORP,44.75,-0.001474
11850,10/31/1989,XOM,EXXON MOBIL CORP,46,-0.029285
11850,11/30/1989,XOM,EXXON MOBIL CORP,47.25,0.017814
11850,12/29/1989,XOM,EXXON MOBIL CORP,50,0.018295
11850,1/31/1990,XOM,EXXON MOBIL CORP,47,-0.070115
11850,2/28/1990,XOM,EXXON MOBIL CORP,47,0.014901
11850,3/30/1990,XOM,EXXON MOBIL CORP,46.125,0.02414
11850,4/30/1990,XOM,EXXON MOBIL CORP,45.25,-0.028286
11850,5/31/1990,XOM,EXXON MOBIL CORP,48,0.088934
11850,6/29/1990,XOM,EXXON MOBIL CORP,47.875,-0.004196
11850,7/31/1990,XOM,EXXON MOBIL CORP,51.875,-0.009403
11850,8/31/1990,XOM,EXXON MOBIL CORP,50,-0.091905
11850,9/28/1990,XOM,EXXON MOBIL CORP,49,-0.053843
11850,10/31/1990,XOM,EXXON MOBIL CORP,49,-0.012504
11850,11/30/1990,XOM,EXXON MOBIL CORP,50.625,0.065744
11850,12/31/1990,XOM,EXXON MOBIL CORP,51.75,0.029513
11850,1/31/1991,XOM,EXXON MOBIL CORP,51.625,0.049078
11850,2/28/1991,XOM,EXXON MOBIL CORP,55.125,0.075847
11850,3/28/1991,XOM,EXXON MOBIL CORP,58.5,0.028923
11850,4/30/1991,XOM,EXXON MOBIL CORP,59.5,0.003315
11850,5/31/1991,XOM,EXXON MOBIL CORP,58.25,0.040733
11850,6/28/1991,XOM,EXXON MOBIL CORP,58.125,-0.044029
11850,7/31/1991,XOM,EXXON MOBIL CORP,59.375,0.046795
11850,8/30/1991,XOM,EXXON MOBIL CORP,58.25,0.026817
11850,9/30/1991,XOM,EXXON MOBIL CORP,59.5,-0.010975
11850,10/31/1991,XOM,EXXON MOBIL CORP,61,0.017815
11850,11/29/1991,XOM,EXXON MOBIL CORP,58.625,-0.037275
11850,12/31/1991,XOM,EXXON MOBIL CORP,60.875,0.106778
11850,1/31/1992,XOM,EXXON MOBIL CORP,58.25,-0.001182
11850,2/28/1992,XOM,EXXON MOBIL CORP,57.125,0.013354
11850,3/31/1992,XOM,EXXON MOBIL CORP,54.75,-0.0237
11850,4/30/1992,XOM,EXXON MOBIL CORP,60,0.013419
11850,5/29/1992,XOM,EXXON MOBIL CORP,60.625,0.006439
11850,6/30/1992,XOM,EXXON MOBIL CORP,61.875,-0.019271
11850,7/31/1992,XOM,EXXON MOBIL CORP,63.5,0.0399
11850,8/31/1992,XOM,EXXON MOBIL CORP,64.25,-0.02082
11850,9/30/1992,XOM,EXXON MOBIL CORP,63.875,0.012447
11850,10/30/1992,XOM,EXXON MOBIL CORP,61.25,0.010986
11850,11/30/1992,XOM,EXXON MOBIL CORP,59.5,0.040193
11850,12/31/1992,XOM,EXXON MOBIL CORP,61.125,0.017768
11850,1/29/1993,XOM,EXXON MOBIL CORP,61.125,0.012644
11850,2/26/1993,XOM,EXXON MOBIL CORP,63.625,0.005402
11850,3/31/1993,XOM,EXXON MOBIL CORP,66.125,0.025116
11850,4/30/1993,XOM,EXXON MOBIL CORP,66,-0.0254
11850,5/28/1993,XOM,EXXON MOBIL CORP,65.5,0.029599
11850,6/30/1993,XOM,EXXON MOBIL CORP,66.125,0.00544
11850,7/30/1993,XOM,EXXON MOBIL CORP,65.625,-0.000792
11850,8/31/1993,XOM,EXXON MOBIL CORP,65.375,0.039479
11850,9/30/1993,XOM,EXXON MOBIL CORP,65.5,0.000641
11850,10/29/1993,XOM,EXXON MOBIL CORP,65.375,0.018064
11850,11/30/1993,XOM,EXXON MOBIL CORP,62.75,-0.017606
11850,12/31/1993,XOM,EXXON MOBIL CORP,63.125,0.019515
11850,1/31/1994,XOM,EXXON MOBIL CORP,66.5,0.031466
11850,2/28/1994,XOM,EXXON MOBIL CORP,64.875,-0.024226
11850,3/31/1994,XOM,EXXON MOBIL CORP,62.875,-0.045795
11850,4/29/1994,XOM,EXXON MOBIL CORP,62.875,0.009478
11850,5/31/1994,XOM,EXXON MOBIL CORP,61.125,0.00936
11850,6/30/1994,XOM,EXXON MOBIL CORP,56.75,-0.027909
11850,7/29/1994,XOM,EXXON MOBIL CORP,59.5,0.030628
11850,8/31/1994,XOM,EXXON MOBIL CORP,59.5,0.042597
11850,9/30/1994,XOM,EXXON MOBIL CORP,57.5,-0.018363
11850,10/31/1994,XOM,EXXON MOBIL CORP,62.875,0.01452
11850,11/30/1994,XOM,EXXON MOBIL CORP,60.375,-0.037219
11850,12/30/1994,XOM,EXXON MOBIL CORP,60.75,0.012609
11850,1/31/1995,XOM,EXXON MOBIL CORP,62.5,0.020399
11850,2/28/1995,XOM,EXXON MOBIL CORP,63.875,0.039615
11850,3/31/1995,XOM,EXXON MOBIL CORP,66.625,0.027041
11850,4/28/1995,XOM,EXXON MOBIL CORP,69.5,0.025048
11850,5/31/1995,XOM,EXXON MOBIL CORP,71.375,0.034007
11850,6/30/1995,XOM,EXXON MOBIL CORP,70.625,0.031169
11850,7/31/1995,XOM,EXXON MOBIL CORP,72.5,0.040779
11850,8/31/1995,XOM,EXXON MOBIL CORP,68.75,0.009298
11850,9/29/1995,XOM,EXXON MOBIL CORP,72.25,0.036365
11850,10/31/1995,XOM,EXXON MOBIL CORP,76.375,-0.011314
11850,11/30/1995,XOM,EXXON MOBIL CORP,77.375,0.042804
11850,12/29/1995,XOM,EXXON MOBIL CORP,81.125,0.015183
11850,1/31/1996,XOM,EXXON MOBIL CORP,80.25,0.028138
11850,2/29/1996,XOM,EXXON MOBIL CORP,79.5,0.01631
11850,3/29/1996,XOM,EXXON MOBIL CORP,81.5,0.010925
11850,4/30/1996,XOM,EXXON MOBIL CORP,85,0.025508
11850,5/31/1996,XOM,EXXON MOBIL CORP,84.75,0.026802
11850,6/28/1996,XOM,EXXON MOBIL CORP,86.875,-0.008302
11850,7/31/1996,XOM,EXXON MOBIL CORP,82.25,-0.053814
11850,8/30/1996,XOM,EXXON MOBIL CORP,81.5,0.032448
11850,9/30/1996,XOM,EXXON MOBIL CORP,83.25,0.053035
11850,10/31/1996,XOM,EXXON MOBIL CORP,88.625,0.013729
11850,11/29/1996,XOM,EXXON MOBIL CORP,94.375,0.065577
11850,12/31/1996,XOM,EXXON MOBIL CORP,98,-0.011397
11850,1/31/1997,XOM,EXXON MOBIL CORP,103.625,0.053473
11850,2/28/1997,XOM,EXXON MOBIL CORP,100.25,-0.001122
11850,3/31/1997,XOM,EXXON MOBIL CORP,107.75,-0.044868
11850,4/30/1997,XOM,EXXON MOBIL CORP,56.625,0.042373
11850,5/30/1997,XOM,EXXON MOBIL CORP,59.25,0.071624
11850,6/30/1997,XOM,EXXON MOBIL CORP,61.25,0.044095
11850,7/31/1997,XOM,EXXON MOBIL CORP,64.25,0.076514
11850,8/29/1997,XOM,EXXON MOBIL CORP,61.1875,-0.036291
11850,9/30/1997,XOM,EXXON MOBIL CORP,64.0625,0.058499
11850,10/31/1997,XOM,EXXON MOBIL CORP,61.4375,-0.034436
11850,11/28/1997,XOM,EXXON MOBIL CORP,61,0.030404
11850,12/31/1997,XOM,EXXON MOBIL CORP,61.1875,0.017817
11850,1/30/1998,XOM,EXXON MOBIL CORP,59.3125,0.004502
11850,2/27/1998,XOM,EXXON MOBIL CORP,63.75,0.073303
11850,3/31/1998,XOM,EXXON MOBIL CORP,67.625,0.051301
11850,4/30/1998,XOM,EXXON MOBIL CORP,73.0625,0.010904
11850,5/29/1998,XOM,EXXON MOBIL CORP,70.5,-0.025748
11850,6/30/1998,XOM,EXXON MOBIL CORP,71.375,0.031944
11850,7/31/1998,XOM,EXXON MOBIL CORP,70.25,-0.023367
11850,8/31/1998,XOM,EXXON MOBIL CORP,65.4375,-0.157844
11850,9/30/1998,XOM,EXXON MOBIL CORP,70.625,0.063827
11850,10/30/1998,XOM,EXXON MOBIL CORP,71.625,0.074393
11850,11/30/1998,XOM,EXXON MOBIL CORP,75,0.062023
11850,12/31/1998,XOM,EXXON MOBIL CORP,73.125,0.063051
11850,1/29/1999,XOM,EXXON MOBIL CORP,70.25,0.038456
11850,2/26/1999,XOM,EXXON MOBIL CORP,66.5625,-0.038085
11850,3/31/1999,XOM,EXXON MOBIL CORP,70.5625,0.037932
11850,4/30/1999,XOM,EXXON MOBIL CORP,83.0625,0.049105
11850,5/28/1999,XOM,EXXON MOBIL CORP,79.875,-0.020707
11850,6/30/1999,XOM,EXXON MOBIL CORP,77.125,0.050821
11850,7/30/1999,XOM,EXXON MOBIL CORP,79.375,-0.030716
11850,8/31/1999,XOM,EXXON MOBIL CORP,78.875,-0.009984
11850,9/30/1999,XOM,EXXON MOBIL CORP,76,-0.022845
11850,10/29/1999,XOM,EXXON MOBIL CORP,74.0625,0.06215
11850,11/30/1999,XOM,EXXON MOBIL CORP,79.3125,0.036824
11850,12/31/1999,XOM,EXXON MOBIL CORP,80.5625,0.083754
11850,1/31/2000,XOM,EXXON MOBIL CORP,83.4375,-0.039607
11850,2/29/2000,XOM,EXXON MOBIL CORP,75.3125,0.031782
11850,3/31/2000,XOM,EXXON MOBIL CORP,77.9375,0.053499
11850,4/28/2000,XOM,EXXON MOBIL CORP,77.6875,-0.059527
11850,5/31/2000,XOM,EXXON MOBIL CORP,83.3125,-0.03887
11850,6/30/2000,XOM,EXXON MOBIL CORP,78.5,0.051603
11850,7/31/2000,XOM,EXXON MOBIL CORP,80,-0.017712
11850,8/31/2000,XOM,EXXON MOBIL CORP,81.625,0.075006
11850,9/29/2000,XOM,EXXON MOBIL CORP,89.125,-0.051141
11850,10/31/2000,XOM,EXXON MOBIL CORP,89.1875,-0.02449
11850,11/30/2000,XOM,EXXON MOBIL CORP,88,-0.102372
11850,12/29/2000,XOM,EXXON MOBIL CORP,86.9375,0.020422
11850,1/31/2001,XOM,EXXON MOBIL CORP,84.15,0.039601
11850,2/28/2001,XOM,EXXON MOBIL CORP,81.05,-0.099103
11850,3/30/2001,XOM,EXXON MOBIL CORP,81,-0.070392
11850,4/30/2001,XOM,EXXON MOBIL CORP,88.6,0.083829
11850,5/31/2001,XOM,EXXON MOBIL CORP,88.75,0.010455
11850,6/29/2001,XOM,EXXON MOBIL CORP,87.35,-0.017553
11850,7/31/2001,XOM,EXXON MOBIL CORP,41.76,-0.018298
11850,8/31/2001,XOM,EXXON MOBIL CORP,40.15,-0.058981
11850,9/28/2001,XOM,EXXON MOBIL CORP,39.4,-0.091485
11850,10/31/2001,XOM,EXXON MOBIL CORP,39.45,0.027836
11850,11/30/2001,XOM,EXXON MOBIL CORP,37.4,0.078777
11850,12/31/2001,XOM,EXXON MOBIL CORP,39.3,0.017853
11850,1/31/2002,XOM,EXXON MOBIL CORP,39.05,-0.015975
11850,2/28/2002,XOM,EXXON MOBIL CORP,41.3,-0.021696
11850,3/28/2002,XOM,EXXON MOBIL CORP,43.83,0.044678
11850,4/30/2002,XOM,EXXON MOBIL CORP,40.17,-0.049618
11850,5/31/2002,XOM,EXXON MOBIL CORP,39.93,-0.010521
11850,6/28/2002,XOM,EXXON MOBIL CORP,40.92,-0.070251
11850,7/31/2002,XOM,EXXON MOBIL CORP,36.76,-0.081149
11850,8/30/2002,XOM,EXXON MOBIL CORP,35.45,0.007976
11850,9/30/2002,XOM,EXXON MOBIL CORP,31.9,-0.09992
11850,10/31/2002,XOM,EXXON MOBIL CORP,33.66,0.074919
11850,11/29/2002,XOM,EXXON MOBIL CORP,34.8,0.061263
11850,12/31/2002,XOM,EXXON MOBIL CORP,34.94,-0.053315
11850,1/31/2003,XOM,EXXON MOBIL CORP,34.15,-0.0234
11850,2/28/2003,XOM,EXXON MOBIL CORP,34.02,-0.015391
11850,3/31/2003,XOM,EXXON MOBIL CORP,34.95,0.010318
11850,4/30/2003,XOM,EXXON MOBIL CORP,35.2,0.08275
11850,5/30/2003,XOM,EXXON MOBIL CORP,36.4,0.063436
11850,6/30/2003,XOM,EXXON MOBIL CORP,35.91,0.01632
11850,7/31/2003,XOM,EXXON MOBIL CORP,35.58,0.023098
11850,8/29/2003,XOM,EXXON MOBIL CORP,37.7,0.024996
11850,9/30/2003,XOM,EXXON MOBIL CORP,36.6,-0.009116
11850,10/31/2003,XOM,EXXON MOBIL CORP,36.58,0.060316
11850,11/28/2003,XOM,EXXON MOBIL CORP,36.2,0.016593
11850,12/31/2003,XOM,EXXON MOBIL CORP,41,0.045505
11850,1/30/2004,XOM,EXXON MOBIL CORP,40.79,0.023037
11850,2/27/2004,XOM,EXXON MOBIL CORP,42.17,0.015479
11850,3/31/2004,XOM,EXXON MOBIL CORP,41.59,-0.010667
11850,4/30/2004,XOM,EXXON MOBIL CORP,42.55,-0.024214
11850,5/28/2004,XOM,EXXON MOBIL CORP,43.25,0.014058
11850,6/30/2004,XOM,EXXON MOBIL CORP,44.41,0.021601
11850,7/30/2004,XOM,EXXON MOBIL CORP,46.3,-0.03767
11850,8/31/2004,XOM,EXXON MOBIL CORP,46.1,0.002728
11850,9/30/2004,XOM,EXXON MOBIL CORP,48.33,0.020543
11850,10/29/2004,XOM,EXXON MOBIL CORP,49.22,0.017806
11850,11/30/2004,XOM,EXXON MOBIL CORP,51.25,0.048208
11850,12/31/2004,XOM,EXXON MOBIL CORP,51.26,0.035177
11850,1/31/2005,XOM,EXXON MOBIL CORP,51.6,-0.026551
11850,2/28/2005,XOM,EXXON MOBIL CORP,63.31,0.022676
11850,3/31/2005,XOM,EXXON MOBIL CORP,59.6,-0.016948
11850,4/29/2005,XOM,EXXON MOBIL CORP,57.03,-0.025185
11850,5/31/2005,XOM,EXXON MOBIL CORP,56.2,0.037954
11850,6/30/2005,XOM,EXXON MOBIL CORP,57.47,0.011526
11850,7/29/2005,XOM,EXXON MOBIL CORP,58.75,0.043335
11850,8/31/2005,XOM,EXXON MOBIL CORP,59.9,-0.005944
11850,9/30/2005,XOM,EXXON MOBIL CORP,63.54,0.010607
11850,10/31/2005,XOM,EXXON MOBIL CORP,56.14,-0.020873
11850,11/30/2005,XOM,EXXON MOBIL CORP,58.03,0.040322
11850,12/30/2005,XOM,EXXON MOBIL CORP,56.17,0.003457
11850,1/31/2006,XOM,EXXON MOBIL CORP,62.75,0.040041
11850,2/28/2006,XOM,EXXON MOBIL CORP,59.37,-0.001639
11850,3/31/2006,XOM,EXXON MOBIL CORP,60.86,0.019042
11850,4/28/2006,XOM,EXXON MOBIL CORP,63.08,0.012963
11850,5/31/2006,XOM,EXXON MOBIL CORP,60.91,-0.031041
11850,6/30/2006,XOM,EXXON MOBIL CORP,61.35,-0.000388
11850,7/31/2006,XOM,EXXON MOBIL CORP,67.74,-0.001874
11850,8/31/2006,XOM,EXXON MOBIL CORP,67.67,0.025048
11850,9/29/2006,XOM,EXXON MOBIL CORP,67.1,0.019424
11850,10/31/2006,XOM,EXXON MOBIL CORP,71.42,0.037133
11850,11/30/2006,XOM,EXXON MOBIL CORP,76.81,0.023702
11850,12/29/2006,XOM,EXXON MOBIL CORP,76.63,0.010855
11850,1/31/2007,XOM,EXXON MOBIL CORP,74.1,0.019397
11850,2/28/2007,XOM,EXXON MOBIL CORP,71.68,-0.013988
11850,3/30/2007,XOM,EXXON MOBIL CORP,75.45,0.01295
11850,4/30/2007,XOM,EXXON MOBIL CORP,79.38,0.039815
11850,5/31/2007,XOM,EXXON MOBIL CORP,83.17,0.038932
11850,6/29/2007,XOM,EXXON MOBIL CORP,83.88,-0.014765
11850,7/31/2007,XOM,EXXON MOBIL CORP,85.13,-0.03176
11850,8/31/2007,XOM,EXXON MOBIL CORP,85.73,0.01163
11850,9/28/2007,XOM,EXXON MOBIL CORP,92.56,0.040842
11850,10/31/2007,XOM,EXXON MOBIL CORP,91.99,0.025796
11850,11/30/2007,XOM,EXXON MOBIL CORP,89.16,-0.049327
11850,12/31/2007,XOM,EXXON MOBIL CORP,93.69,-0.004423
11850,1/31/2008,XOM,EXXON MOBIL CORP,86.4,-0.062138
11850,2/29/2008,XOM,EXXON MOBIL CORP,87.01,-0.021663
11850,3/31/2008,XOM,EXXON MOBIL CORP,84.58,-0.010421
11850,4/30/2008,XOM,EXXON MOBIL CORP,93.07,0.05106
11850,5/30/2008,XOM,EXXON MOBIL CORP,88.76,0.023808
11850,6/30/2008,XOM,EXXON MOBIL CORP,88.13,-0.078426
11850,7/31/2008,XOM,EXXON MOBIL CORP,80.43,-0.013341
11850,8/29/2008,XOM,EXXON MOBIL CORP,80.01,0.010566
11850,9/30/2008,XOM,EXXON MOBIL CORP,77.66,-0.09798
11850,10/31/2008,XOM,EXXON MOBIL CORP,74.12,-0.184648
11850,11/28/2008,XOM,EXXON MOBIL CORP,80.15,-0.084615
11850,12/31/2008,XOM,EXXON MOBIL CORP,79.83,0.022154
11850,1/30/2009,XOM,EXXON MOBIL CORP,76.48,-0.077315
11850,2/27/2009,XOM,EXXON MOBIL CORP,67.9,-0.100271
11850,3/31/2009,XOM,EXXON MOBIL CORP,68.1,0.086748
11850,4/30/2009,XOM,EXXON MOBIL CORP,66.67,0.109352
11850,5/29/2009,XOM,EXXON MOBIL CORP,69.35,0.067774
11850,6/30/2009,XOM,EXXON MOBIL CORP,69.91,-0.003099
11850,7/31/2009,XOM,EXXON MOBIL CORP,70.39,0.081752
11850,8/31/2009,XOM,EXXON MOBIL CORP,69.15,0.031469
11850,9/30/2009,XOM,EXXON MOBIL CORP,68.61,0.045216
11850,10/30/2009,XOM,EXXON MOBIL CORP,71.67,-0.027971
11850,11/30/2009,XOM,EXXON MOBIL CORP,75.07,0.057117
